,user,Date Created,Tweet
120,ChibuikeAmaechi,2019-02-23 11:07:04+00:00,Voting to Victory. https://t.co/tb2yqSwwVW
121,ChibuikeAmaechi,2018-01-15 00:50:43+00:00,"Yes, I was the people, my people over the weekend singing &amp; dancing with the people at the grand reception organized for me by the Ikwerre Youth Movement, IYM in Isiokpo, Rivers State. https://t.co/w9pWWMVuPn"
122,ChibuikeAmaechi,2018-01-09 19:57:11+00:00,"Broadcast on the New Year's Day Massacre of innocent  citizens in Omoku, Rivers State. https://t.co/LTUBSVfeal"
123,ChibuikeAmaechi,2017-12-25 21:08:19+00:00,Rivers will be rescued https://t.co/tebc200JzX
124,ChibuikeAmaechi,2017-12-25 20:45:36+00:00,"My apologies, my brother. Didn't mean to

Merry Christmas https://t.co/2oA5Z8nSTG"
125,ChibuikeAmaechi,2017-12-25 20:26:12+00:00,"No problem with Wike. My problem is with maladministration, incompetence, lack of vision etc

Merry Christmas https://t.co/mYfhqJ3yOq"
126,ChibuikeAmaechi,2017-12-25 20:21:49+00:00,"Mafia? I beg, please count me out https://t.co/j2HaAbiEQD"
127,ChibuikeAmaechi,2017-12-25 20:20:31+00:00,"Again, word! https://t.co/ASxZJqzqLO"
128,ChibuikeAmaechi,2017-12-25 20:18:00+00:00,Come to my office https://t.co/tHD0HSwSl4
129,ChibuikeAmaechi,2017-12-25 20:14:19+00:00,Rivers will be rescue https://t.co/bbyPqlXLqJ
130,ChibuikeAmaechi,2017-12-25 20:12:10+00:00,"Mina, don't be a Doubting Thomas. This is ME https://t.co/TixIYHHNrn"
131,ChibuikeAmaechi,2017-12-25 20:06:59+00:00,"Thank you thank you.

Don't worry, CHANGE is coming to Rivers State https://t.co/npSijGRQIq"
132,ChibuikeAmaechi,2017-12-25 20:04:14+00:00,"Correct guy, na your side I dey o https://t.co/icPaKWWA0o"
133,ChibuikeAmaechi,2017-12-25 20:02:25+00:00,It was almost ready to go. But they came and abandoned it https://t.co/tBzviviscR
134,ChibuikeAmaechi,2017-12-25 19:58:11+00:00,Word https://t.co/joRpQc1hJf
135,ChibuikeAmaechi,2017-12-25 19:57:29+00:00,"Don't know what you are talking about. All the same, am sorry if I offended you...

Merry Christmas https://t.co/4CaUsBr82j"
136,ChibuikeAmaechi,2017-12-25 19:55:56+00:00,And my 'Yoruba sister and friend of many years' https://t.co/MRWMP6ISvD
137,ChibuikeAmaechi,2017-12-25 19:49:49+00:00,Decamp ke? Na only time I no dey get to watch as I want to https://t.co/t12wN5W0lg
138,ChibuikeAmaechi,2017-12-25 19:36:31+00:00,"Greater Port Harrcourt! Look at how they abandoned that beautiful concept, that new city. Hear the staff there have not  seen salaries for about seven months. SMH

There is God! https://t.co/9R0mtKbHdz"
139,ChibuikeAmaechi,2017-12-25 19:26:58+00:00,No opinion https://t.co/M8oxHYXJWZ
140,ChibuikeAmaechi,2017-12-25 19:23:46+00:00,Sure. Thanks https://t.co/usLkHGXqEL
141,ChibuikeAmaechi,2017-12-25 19:22:49+00:00,Why won't I follow my Ikwerre sister! I just did https://t.co/phK0J9ShWg
142,ChibuikeAmaechi,2017-12-25 19:20:46+00:00,Word. Thank you Imeh https://t.co/TyOVmMiore
143,ChibuikeAmaechi,2017-12-25 19:13:10+00:00,"God, first. Commitment to service, stay focus, pursue your dream, etc https://t.co/BWbxGsuaCC"
144,ChibuikeAmaechi,2017-12-25 19:11:01+00:00,"Boss, I hail you too o https://t.co/VtkZjbvy2F"
145,ChibuikeAmaechi,2017-12-25 19:10:23+00:00,"Noted. Thank you

Merry Christmas https://t.co/BHosXAPVhr"
146,ChibuikeAmaechi,2017-12-25 19:02:54+00:00,As part of my official duties I meet governors both in my house and office https://t.co/hXjTgN6fXB
147,ChibuikeAmaechi,2017-12-25 19:00:11+00:00,"Yes boss 

Merry Christmas https://t.co/HQ3uDmrrS2"
148,ChibuikeAmaechi,2017-12-25 18:50:25+00:00,"Thank you, thank you. You are far too kind 

Merry Christmas https://t.co/bz5K4JEdEi"
149,ChibuikeAmaechi,2017-12-25 18:48:30+00:00,Holiday is very good o https://t.co/5ImVanPp1b
150,ChibuikeAmaechi,2017-12-25 18:34:36+00:00,Stop doubting. It's ME https://t.co/BfaGE9s2jR
151,ChibuikeAmaechi,2017-12-25 18:30:37+00:00,Correct! https://t.co/Y1utPr9IPl
152,ChibuikeAmaechi,2017-12-25 18:28:28+00:00,"Hmmmm TheCable TheCable...

Merry Christmas to the @thecableng staff

Simon Kolawole, Merry Christmas

I greet you @simonkolawole https://t.co/NVx60Vtaiz"
153,ChibuikeAmaechi,2017-12-25 18:21:48+00:00,Amen. With God and your support we will succeed https://t.co/30RzuMDrQl
154,ChibuikeAmaechi,2017-12-25 18:13:19+00:00,"Hi. Let me also add hello

Merry Christmas https://t.co/MbmDfVf5rh"
155,ChibuikeAmaechi,2017-12-25 18:12:11+00:00,No protocols https://t.co/NDVFW3S4Xn
156,ChibuikeAmaechi,2017-12-25 18:11:31+00:00,Lol https://t.co/pmjE8ebKov
157,ChibuikeAmaechi,2017-12-25 18:11:03+00:00,'Chemo' I don follow you o https://t.co/76iIYbq1VX
158,ChibuikeAmaechi,2017-12-25 18:09:44+00:00,I will try https://t.co/1uTksULQ6p
159,ChibuikeAmaechi,2017-12-25 18:09:07+00:00,This is how we do it in Nigeria https://t.co/Vrp3L5VQJs
160,ChibuikeAmaechi,2017-12-25 18:04:17+00:00,Thank you https://t.co/S0tvGY3rfU
161,ChibuikeAmaechi,2017-12-25 18:03:01+00:00,Noted https://t.co/upjc1lQLPg
162,ChibuikeAmaechi,2017-12-25 18:00:23+00:00,"And a new government came and cancelled it. Toying with the future of our young people. 

No worries, there is God https://t.co/hQcW0W09BI"
163,ChibuikeAmaechi,2017-12-25 17:57:45+00:00,Guess it's your lucky day. I just did https://t.co/uQqVi83Ni2
164,ChibuikeAmaechi,2017-12-25 17:56:55+00:00,Lol https://t.co/ZKdAzfnOOQ
165,ChibuikeAmaechi,2017-12-25 17:53:35+00:00,"Kudos for engaging me

Merry Christmas https://t.co/hEUAk5qj9N"
166,ChibuikeAmaechi,2017-12-25 17:48:47+00:00,"Come to my office. I receive visitors, Tuesdays &amp; Thursdays https://t.co/CwDgXo4XDy"
167,ChibuikeAmaechi,2017-12-25 17:47:25+00:00,I go tell Baba https://t.co/S3yiaZtT5c
168,ChibuikeAmaechi,2017-12-25 17:46:33+00:00,I don follow o https://t.co/Fe0cqBTFoG
169,ChibuikeAmaechi,2017-12-25 17:43:44+00:00,We will keep trying https://t.co/FBUnMIBoR6
170,ChibuikeAmaechi,2017-12-25 17:41:50+00:00,Correct guy wey sabi https://t.co/fjplh7Ou0X
171,ChibuikeAmaechi,2017-12-25 17:39:56+00:00,Done. Merry Christmas https://t.co/yeica14mUg
172,ChibuikeAmaechi,2017-12-25 17:37:53+00:00,"That's left for the present State government to do. There should be continuity in Govt. I completed several former governor Omehia &amp; Odili projects when I was governor. PMB did not abandon projects, just because they were started by GEJ, e.g Abuja - Kaduna rail line https://t.co/559m7YXISQ"
173,ChibuikeAmaechi,2017-12-25 17:32:56+00:00,No https://t.co/OHE079Dhd7
174,ChibuikeAmaechi,2017-12-25 17:32:22+00:00,Correct guy/girl. I am 101% with you https://t.co/xrLg8g1J17
175,ChibuikeAmaechi,2017-12-25 17:30:18+00:00,"Lol

Those that know me, know that I am always 'too nice' https://t.co/MjNNE69yL0"
176,ChibuikeAmaechi,2017-12-25 17:28:40+00:00,We have been looking for private investors and we are still looking https://t.co/yDmtgRDOCI
177,ChibuikeAmaechi,2017-12-25 17:23:15+00:00,It's a state project. We can't just come &amp; take it over https://t.co/hyfpDimFTW
178,ChibuikeAmaechi,2017-12-25 17:22:04+00:00,"Lol! 

Again, this is ME https://t.co/8KeAG3GG5H"
179,ChibuikeAmaechi,2017-12-25 17:20:12+00:00,"Love you more

Merry Christmas https://t.co/W9s7ORXgai"
180,ChibuikeAmaechi,2017-12-25 17:18:20+00:00,Don't worry. We will rescue Rivers https://t.co/pAFj4ppLoI
181,ChibuikeAmaechi,2017-12-25 17:12:48+00:00,"Both done, boss https://t.co/GeJ7D1fMmn"
182,ChibuikeAmaechi,2017-12-25 17:11:53+00:00,"I just did

Merry Christmas https://t.co/2e3UCUjdeW"
183,ChibuikeAmaechi,2017-12-25 17:09:40+00:00,More coaches are coming. Ticket hoarding will soon end https://t.co/DsWDIspJtB
184,ChibuikeAmaechi,2017-12-25 17:07:33+00:00,"Lol! Can anyone stop the sun from shining?

Anyway, I dey kampe https://t.co/4189OO3rNE"
185,ChibuikeAmaechi,2017-12-25 17:05:26+00:00,No 'witch hunt' against anybody. The issues are been resolve https://t.co/0NYPcHjA2O
186,ChibuikeAmaechi,2017-12-25 17:01:03+00:00,"Oga boss, sorry say dem wan charge you 18k to travel. President Buhari Plan na to take rail &amp; trains to every state capital for Naija but the problem go be to get money to do all the 36 states within the time Buhari be President... We dey work, we go try https://t.co/zwtdiam5QL"
187,ChibuikeAmaechi,2017-12-25 16:54:39+00:00,Lol. I just replied you. Are you also a 'praise singer'? https://t.co/aBKRPNyguE
188,ChibuikeAmaechi,2017-12-25 16:51:37+00:00,I will https://t.co/aQbmH83IuL
189,ChibuikeAmaechi,2017-12-25 16:49:58+00:00,"God bless you

Merry Christmas https://t.co/c2WBm0xBgZ"
190,ChibuikeAmaechi,2017-12-25 16:46:36+00:00,"I have many friends from Kano. I like Kano, the birth place of the great Aminu Kano https://t.co/JBftEX8Zat"
191,ChibuikeAmaechi,2017-12-25 16:34:51+00:00,It's not easy. Finding time amidst all the many things to do is really difficult. But I will continue to try to find time https://t.co/KwENdlwP1z
192,ChibuikeAmaechi,2017-12-25 16:23:15+00:00,Merry Christmas https://t.co/5Z30JSDOEB
193,ChibuikeAmaechi,2017-12-25 16:07:45+00:00,"God bless you

Merry Christmas https://t.co/y8vfUQEbup"
194,ChibuikeAmaechi,2017-12-25 16:07:11+00:00,Lol https://t.co/V0IEPXGizJ
195,ChibuikeAmaechi,2017-12-25 16:06:30+00:00,Just come. https://t.co/SZB7w1q1Wm
196,ChibuikeAmaechi,2017-12-25 15:59:29+00:00,"Thanks

Merry Christmas https://t.co/GeJKuqX81H"
197,ChibuikeAmaechi,2017-12-25 15:59:02+00:00,I just did https://t.co/bqFfgDJiUc
198,ChibuikeAmaechi,2017-12-25 15:53:54+00:00,"Leader, I don follow you o https://t.co/A7UGjKUC50"
199,ChibuikeAmaechi,2017-12-25 15:50:22+00:00,Come to my office. I receive visitors Tuesdays and Thursdays https://t.co/Mcb8aomuaQ
200,ChibuikeAmaechi,2017-12-25 15:48:11+00:00,"That's our plan. However, money is a big issue. https://t.co/JVceJr3P3p"
201,ChibuikeAmaechi,2017-12-25 15:40:17+00:00,Let's see what you are proposing. My office opens on Wednesday https://t.co/GwgVqw9Sou
202,ChibuikeAmaechi,2017-12-25 15:37:04+00:00,We are working hard to meet the completion date https://t.co/pURvDaeyHO
203,ChibuikeAmaechi,2017-12-25 15:33:43+00:00,"Merry Christmas, Binta https://t.co/gzMDlJN6J7"
204,ChibuikeAmaechi,2017-12-25 14:51:38+00:00,"Everyone who's for the growth, development and progress of Nigeria is my partner https://t.co/OV0hWFM3mN"
205,ChibuikeAmaechi,2017-12-25 14:48:57+00:00,"Merry Christmas, my boss https://t.co/nB1ul5A0mf"
206,ChibuikeAmaechi,2017-12-25 14:43:17+00:00,"I apologize. I won't be scare in 2018...As for the other matter, don't worry your head, Rivers electorate will decide.. https://t.co/ukvbpc5Dwe"
207,ChibuikeAmaechi,2017-12-25 14:40:23+00:00,Commenced? Work is on going there. We are looking at completion pretty soon https://t.co/M2UvYrsn0h
208,ChibuikeAmaechi,2017-12-25 14:37:24+00:00,"Merry Christmas 

Wishing you a blissful 2018 https://t.co/2WwQBjmUXW"
209,ChibuikeAmaechi,2017-12-25 14:33:52+00:00,"Absolutely. Truth will always prevail. 

Merry Christmas to you &amp; your family https://t.co/THulUxQuBf"
210,ChibuikeAmaechi,2017-12-25 14:22:28+00:00,Send it to my office. We will be back in the office on Wednesday https://t.co/AHRAojhbon
211,ChibuikeAmaechi,2017-12-25 14:19:40+00:00,Thank you. You know what keeps me going? Your prayers and support https://t.co/JWzvZoeV0H
212,ChibuikeAmaechi,2017-12-25 14:16:43+00:00,"Me, fight Wike? No...At the appriopriate time Rivers people will show him red card https://t.co/kIRRJxGyFc"
213,ChibuikeAmaechi,2017-12-25 14:11:59+00:00,No comments https://t.co/QpwBobUhx4
214,ChibuikeAmaechi,2017-12-25 14:11:15+00:00,"Tolos, Merry Christmas https://t.co/wx7ISDVvrn"
215,ChibuikeAmaechi,2017-12-25 14:10:10+00:00,Merry Christmas https://t.co/vWe2Shvido
216,ChibuikeAmaechi,2017-12-25 14:06:28+00:00,"Not exactly correct. Often times, depending on individual peculiar circumstances, we may not know until Thursday or even Friday morning https://t.co/mjamupkxtA"
217,ChibuikeAmaechi,2017-12-25 13:57:33+00:00,"Your uncle, Nnamdi Wokekoro was dearly loved, his demise was so shocking &amp; has left a huge gap. So so sad that he's no more with us. We take solace in the indisputable fact that God knows best. May he continue to rest in peace in the bosom of the Lord https://t.co/lk4qxOjIB8"
218,ChibuikeAmaechi,2017-12-25 13:53:23+00:00,"In the new year, you &amp; Nigerians will hear &amp; see more from me &amp; the Ministry as we make tremendous progress in a lot of our projects https://t.co/DdDvnZ24Sq"
219,ChibuikeAmaechi,2017-12-25 13:50:24+00:00,"Your uncle, Nnamdi Wokekoro was dearly loved, his demise was so shocking &amp; has left he huge gap. So so sad that he's no more with us. We take solace in the indisputable fact that God knows best. May he continue to rest in peace in the bosom of the Lord https://t.co/Pw9knxYyon"
220,ChibuikeAmaechi,2017-12-25 13:10:36+00:00,I just read this. Interesting... https://t.co/ogX55iIPMt
221,ChibuikeAmaechi,2017-12-25 12:24:31+00:00,"May His birth usher in our lives a fresh new beginning of love, joy, peace, good health, prosperity and abundant blessings

MERRY CHRISTMAS"
222,ChibuikeAmaechi,2017-11-01 20:01:53+00:00,"Thoughts and prayers with Asiwaju Bola Tinubu on the painful, shocking demise of his son, Jide. May the soul of the departed rest in peace"
223,ChibuikeAmaechi,2017-10-01 00:52:27+00:00,"The road ahead may look rough &amp; bumpy but at the end, I see a strong, great, ideal Nigeria of our collective dreams.

Happy Independence Day"
224,ChibuikeAmaechi,2017-02-18 20:35:30+00:00,"Quiz night: who is the governor, which hotel &amp; what's the hotel room rate per night? https://t.co/NmmH5rDkRU"
225,ChibuikeAmaechi,2017-01-30 23:38:00+00:00,I am deeply troubled that Gov Wike has abandoned &amp; dumped d 2 surveillance helicopters dat wld make R/State a far more secured &amp; safer place
226,ChibuikeAmaechi,2017-01-30 23:18:27+00:00,"Wish I could but I can't. I am troubled, profoundly worried for my state, our dear Rivers State https://t.co/bpVy92SQ2i"
227,ChibuikeAmaechi,2017-01-30 23:12:59+00:00,"Special security helicopters that can track criminals, kidnappers, pipeline vandals from the sky while doing a 24 hour survellance of R/S https://t.co/extEUjRxtj"
228,ChibuikeAmaechi,2017-01-30 23:06:32+00:00,"His agenda is obvious. He's looking at 2019. If he takes out the criminals, who would he use to execute his 2019 election plans? https://t.co/skX6vsqAJY"
229,ChibuikeAmaechi,2017-01-30 22:57:24+00:00,"Wike do not want d helicopters. As GEJ minister, he blocked R/S govt from taking possession of the helicopters. Sadly, GEJ believed his lies https://t.co/rryiwX5ErB"
230,ChibuikeAmaechi,2017-01-30 22:49:13+00:00,"As my Chief of Staff, Nyesom Wike knew that the special security posts helped greatly to make R/State a safer &amp; better secured place. SHAME! https://t.co/yMxU3dHqab"
231,ChibuikeAmaechi,2017-01-30 22:35:41+00:00,"Wike took an oath to protect lives &amp; property, yet he plays politics with the lives of Rivers people. Sad, very sad."
232,ChibuikeAmaechi,2017-01-01 14:16:00+00:00,"Make 2017 your year of limitless opportunities, boundless possibilities. Nothing, no one, can stop you.

Happy New Year"
233,ChibuikeAmaechi,2016-12-31 20:12:21+00:00,"One of the projects of 2017 will be the new international terminal of Port Harcourt airport. New year, new projects https://t.co/R3C3ZW1Vfk"
234,ChibuikeAmaechi,2016-12-31 19:22:25+00:00,Looking forward to 2017 as we are almost ready to unveil the new international terminal of the Port Harcourt airport https://t.co/orwhT2OzvI
235,ChibuikeAmaechi,2016-12-25 13:27:31+00:00,"May His birth usher in our lives a fresh beginning of joy, love &amp; peace

Merry Christmas"
236,ChibuikeAmaechi,2016-11-24 07:53:39+00:00,"7. at the polls, if the election is free &amp; fair. #ParanoidLyingWikeNeedsPsychiatricHelp"
237,ChibuikeAmaechi,2016-11-24 07:46:44+00:00,"6. We know his game. This is an old worn-out trick that will certainly fail. Wike is afraid, profoundly paranoid, he knows his party will..."
238,ChibuikeAmaechi,2016-11-24 07:38:44+00:00,"5. and whip up public opinion against APC, its candidates for the election &amp; the Buhari administration, ahead of the   rerun election."
239,ChibuikeAmaechi,2016-11-24 07:33:37+00:00,"4 handed over to somebody"".
Wike's false claims is a cheap ploy by a garrulous talkative to intimidate &amp; harass INEC into doing his bidding"
240,ChibuikeAmaechi,2016-11-24 07:20:01+00:00,"3. ""One thing is clear: the result sheets for the Rivers rerun election have not been printed. So, how can what has not been printed be..."
241,ChibuikeAmaechi,2016-11-24 07:14:29+00:00,"2. that have not been printed was handed over to me? Speaking to Nigerian Tribune, Rivers State INEC Commissioner Aniedi Ikoiwak said,"
242,ChibuikeAmaechi,2016-11-24 07:08:27+00:00,1. INEC confirms that the result sheets for Rivers rerun election have not even been printed. So can lying Wike explain how result sheets
243,ChibuikeAmaechi,2016-07-26 17:01:30+00:00,"Thank you Senate President @bukolasaraki. Working together, we will build a great Nigeria https://t.co/pClfIwawoj"
244,ChibuikeAmaechi,2016-07-26 15:53:43+00:00,The rail contract wz awarded by President Obasanjo partially executed by President Jonathan &amp; completed by P. Buhari https://t.co/YmrNRwr3nW
245,ChibuikeAmaechi,2016-07-26 15:51:15+00:00,"2day, the Abuja-Kaduna rail was inaugurated. Inside d train, Mr. President emphasized d importance of rail transport https://t.co/p02uPl3adK"
246,ChibuikeAmaechi,2016-07-26 15:46:40+00:00,"The rail stations, d signaling, d communications &amp; part of d tracks were done &amp; completed by d Buhari administration https://t.co/OfArwjk5OK"
247,ChibuikeAmaechi,2016-07-18 16:56:54+00:00,"Today, I received the ministerial committee report on restructuring of NIMASA. Expect reforms, far-reaching changes. https://t.co/pLcPhdwGcB"
248,ChibuikeAmaechi,2016-07-15 16:01:57+00:00,"My kinsmen, a delegation frm supreme council of Ikwerre Traditional Rulers met with me today in Abuja. #HappyReunion https://t.co/r683Xl9bHD"
249,ChibuikeAmaechi,2016-06-01 17:40:16+00:00,"Today, we commenced test run of the Abuja-Kaduna rail line. Trains, stations &amp; tracks ready for public use in July https://t.co/F3Yh0FUl4u"
250,ChibuikeAmaechi,2016-05-31 15:17:14+00:00,I raised at the 14th Maritime seminar for judges organized by the Nigerian Shippers' Council &amp; NJI in Abuja today2/2 https://t.co/aka7pnmWrC
251,ChibuikeAmaechi,2016-05-31 15:03:22+00:00,The importance &amp; need for quick &amp; efficient handling of maritime matters by our courts was one of the issues 1/2 https://t.co/g719498fa8
252,ChibuikeAmaechi,2016-03-27 11:26:58+00:00,"Jesus Christ died for us to live. May the resurrection of our Saviour brings us boundless joy, peace, love and happiness.

Happy Easter"
253,ChibuikeAmaechi,2016-03-15 15:39:41+00:00,"I want to repeat it again, Wike can't be trusted, he lacks the capacity to govern R/State. He can only lie &amp; betray https://t.co/ZoxDory5pd"
254,ChibuikeAmaechi,2016-03-15 15:34:37+00:00,Nyesom Wike concocted &amp; tried to propagate this big lie. He even said it on live TV. He governs by lying &amp; violence https://t.co/ZoxDory5pd
255,ChibuikeAmaechi,2016-03-12 21:14:36+00:00,Enough is enough. We will no longer allow APC members to be killed bcos of the action or inaction of R/State govt. 3 https://t.co/2FSltWpmV4
256,ChibuikeAmaechi,2016-03-12 20:44:14+00:00,"Franklin's pregnant wife &amp; 15 year old son were also gruesomely murdered, butchered. 6 children are now orphans. 2 https://t.co/7TkkvjZrTb"
257,ChibuikeAmaechi,2016-03-12 20:24:04+00:00,"Today, I was at the home of late Franklin Obi, the APC Ward chairman in Omoku killed &amp; beheaded a few days back. 1 https://t.co/dvJy90BIwy"
258,ChibuikeAmaechi,2016-02-19 16:28:18+00:00,Today I outlined the huge economic benefits of a Kaduna Inland Dry Port at a seminar towards its successful take off https://t.co/DDE3vfRXTW
259,ChibuikeAmaechi,2016-02-18 11:01:53+00:00,This morning I took an inspection tour of the 186km Abuja to Kaduna rail line. Looking good for an early completion https://t.co/gyz2DKkW4p
260,ChibuikeAmaechi,2016-02-07 09:22:04+00:00,"I will not respond to innuendos. Be courageous, name the minister. We know you talk here &amp; do 'siddon' look where you are elected to talk"
261,ChibuikeAmaechi,2016-02-06 23:42:04+00:00,A coward who is not bold enough to name the minister that he alleged criminally spent N80M on dinner is unfit to sit in our senate chambers
262,ChibuikeAmaechi,2016-01-01 00:20:07+00:00,Happy New Year!
263,ChibuikeAmaechi,2015-12-25 09:55:22+00:00,"May this season bring you joy, peace and abundant blessings.

Merry Christmas"
264,ChibuikeAmaechi,2015-08-21 19:48:53+00:00,Read  https://t.co/Gv2sI6TekP
265,ChibuikeAmaechi,2015-07-17 09:50:20+00:00,May Allah restore peace &amp; bless our nation
266,ChibuikeAmaechi,2015-07-17 09:48:08+00:00,Eid Mubarak
267,ChibuikeAmaechi,2015-06-18 11:31:07+00:00,Ramadan Kareem to all my Muslim brothers and sisters
268,ChibuikeAmaechi,2015-06-01 16:44:44+00:00,AMAECHI SLAMS WIKE OVER FALSE CLAIMS OF VANDALISATION AND LOOTING IN RIVERS GOVERNMENT HOUSE http://t.co/G1PksUg4MC
269,ChibuikeAmaechi,2015-05-29 18:37:23+00:00,Historic new dawn for Nigeria. We now have the Change we voted for.
270,ChibuikeAmaechi,2015-05-28 23:02:35+00:00,A BIG thank you to all who made me felt really special on my 50th birthday. It was a massive show of love &amp; support http://t.co/WrrSAmZC35
271,ChibuikeAmaechi,2015-04-17 07:55:03+00:00,"led by Chidi Odinkalu,the chairman of the National Human Rights Commission(NHRC).They have 30 days to do their work &amp; submit their report. 3"
272,ChibuikeAmaechi,2015-04-17 07:48:53+00:00,"independent commission of Inquiry to investigate these deaths, find those responsible &amp; recommend appropriate punishment. The commission...2"
273,ChibuikeAmaechi,2015-04-17 07:42:09+00:00,"In fulfillment of my promise to the State &amp; families of those murdered before, during &amp; shortly after the elections, I have set up an...1"
274,ChibuikeAmaechi,2015-04-15 22:28:48+00:00,@MObanikoro  &amp; forth with you on this. #ElectionTribunalCancelRiversElections. 5
275,ChibuikeAmaechi,2015-04-15 22:25:05+00:00,@MObanikoro is well documented in that infamous election audio tape. I have a state to run &amp; won't spend any more precious time going back 4
276,ChibuikeAmaechi,2015-04-15 22:20:14+00:00,"@MObanikoro common sense. Haba Koro! Even by your standards, that's  low. But why am I surprise when your role in the #Ekitigate scandal...3"
277,ChibuikeAmaechi,2015-04-15 22:18:22+00:00,@MObanikoro telling the the Judge that Mr. B also stole. No evidence. No proof. No witnesses. Which makes no sense &amp; simply shows he lacks 2
278,ChibuikeAmaechi,2015-04-15 22:15:57+00:00,@MObanikoro The summation of what you tweeted is akin to a thief caught in the act who shamelessly &amp; senselessly tries to justify it by..1
279,ChibuikeAmaechi,2015-04-14 21:05:34+00:00,"@MObanikoro..elections in Rivers State, mine is not. Never will. #ElectionsTribunalCancelRiversElections. 4"
280,ChibuikeAmaechi,2015-04-14 21:00:39+00:00,@MObanikoro.. observers b4 you open your mouth to spew rubbish. If your values are so debased &amp; rotten that you saw nothing wrong with the.3
281,ChibuikeAmaechi,2015-04-14 20:48:29+00:00,"@MObanikoro The election was a sham, a disgrace, an affront on democracy. Pls read the reports of EU &amp; other INEC accredited election...2"
282,ChibuikeAmaechi,2015-04-14 20:28:23+00:00,@MObanikoro Bcos of the larger interest of Rivers state I &amp; most Rivers people will not accept that daylight robbery they called elections.1
283,ChibuikeAmaechi,2015-04-10 23:15:27+00:00,My statement on the elections http://t.co/615gfxDFeM
284,ChibuikeAmaechi,2015-04-05 14:04:47+00:00,My resolve to ensure that their killers are made to pay for these heinous crimes is further strengthen by my visits to their families. 2/2
285,ChibuikeAmaechi,2015-04-05 14:03:12+00:00,"Just left the families of Ikechi &amp; Samson, the two young men killed during the Presidentiial/Assembly election in Ikwerre LGA , R/State. 1"
286,ChibuikeAmaechi,2015-04-05 12:34:52+00:00,This Easter is special. We must thank God for His Grace &amp; Blessings  on our lives &amp; our country. We must continue to pray for peace
287,ChibuikeAmaechi,2015-03-31 15:28:21+00:00,CHANGE is here!
288,ChibuikeAmaechi,2015-03-25 18:15:33+00:00,This is pure madness. Raw impunity on display. We can't continue like this. We must vote them(PDP) out on Saturday. Stop impunity. VOTE APC
289,ChibuikeAmaechi,2015-03-25 18:07:36+00:00,"Ahead of the elections,Wife of the President, Patience Jonathan have taken control of the Police in Rivers State. She's now fully in control"
290,ChibuikeAmaechi,2015-03-23 22:55:50+00:00,What defection?Not even enough to cause a storm in a tea cup. The March to victory can't be derail. Feeling invigorated. Change is near.#APC
291,ChibuikeAmaechi,2015-02-20 15:49:07+00:00,"“@Chrisade35: @lekobinzy @ChibuikeAmaechi 
What happened to the billions of Naira face lift carries out by Stella Odua?” My sis pls ask them"
292,ChibuikeAmaechi,2015-02-20 15:41:31+00:00,@ozioma247 can't do anything  bcos it's a FG project. Have spent over N100B on FG roads in R/State &amp; a dime has not been refunded to R/state
293,ChibuikeAmaechi,2015-02-20 13:11:12+00:00,“@Busaayo: Port Harcourt Intl. Airport Arrival wing. http://t.co/LRZggrHkhz”. One reason why we must vote PDP out. They don't care about us
294,ChibuikeAmaechi,2015-02-07 18:01:56+00:00,Congratulations to HRH Muhammadu Sanusi II on his coronation as Emir of Kano today. May your reign be long &amp; fruitful. #LongLiveTheKing
295,ChibuikeAmaechi,2015-02-04 19:33:40+00:00,I will attend the Council of State meeting. I will oppose any agenda to postpone the elections. The plot will fail. Nigerians want CHANGE
296,ChibuikeAmaechi,2015-01-25 15:58:35+00:00,"Amaechi, Tinubu, Oyegun Buhari  at the meeting with US Secretary of State John Kerry this afternoon http://t.co/Lb7Ex4ns0k"
297,ChibuikeAmaechi,2015-01-15 15:58:55+00:00,..The labour of our heroes past shall never be in vain... Today our thoughts &amp; prayers are with our Armed Forces http://t.co/srfdlcZY6i
298,ChibuikeAmaechi,2014-12-30 20:30:06+00:00,"Threats, threats &amp; more threats but I will not be intimidated or cowed to silence, to keep quiet while they pillage &amp; destroy our country."
299,ChibuikeAmaechi,2014-12-25 14:26:52+00:00,"May this special season rekindle hope for our nation, love &amp; prosperity in our lives &amp; the belief of a better tomorrow. Merry Christmas."
300,ChibuikeAmaechi,2014-12-24 18:24:31+00:00,"An Amazing woman, my pillar of strength &amp; support, the love of my life... http://t.co/bQHRSXTnrd"
301,ChibuikeAmaechi,2014-12-23 08:49:22+00:00,I do not fund APC – Gov Amaechi http://t.co/W3Pfh53fZH
302,ChibuikeAmaechi,2014-12-11 20:19:04+00:00,Our emancipation from the evil shackles of PDP is near. APC with Gen. Buhari represent the change we all earnestly seek. APC+GMB=CHANGE
303,ChibuikeAmaechi,2014-12-04 19:54:59+00:00,We'll rebuilt the burnt section of the market &amp; assist the affected traders with money to get back on their feet 2/2 http://t.co/TP6w20rKyy
304,ChibuikeAmaechi,2014-12-04 19:36:17+00:00,I share the pain &amp; loss of traders at the Borokiri new layout market who lost their goods in the fire outbreak 1/2 http://t.co/7EmgKXlm5l
305,ChibuikeAmaechi,2014-11-25 23:45:32+00:00,The power to vote out this disaster call PDP. Collection of permanent voters card in R/State starts on Friday. 3/3 http://t.co/k9CpjC4iGV
